unique_id,age,gender,data_collection_site,simulated_data,exclude_surveillance,exclude_aware_olsen_and_fazio,exclude_aware_olsen_and_fazio_modified,exclude_awareness_baranan_dehouwer_nosek,exclude_awareness_baranan_dehouwer_nosek_modified,sum_score_evaluation_CSpos_preferred,condition,surveillance_response_total_correct_responses,sum_score_filler_1,sum_score_filler_2,awareness_1_out_of_ordinary,awareness_1_systematic,awareness_1_words_and_images,awareness_2a_response,awareness_2_stim_paired_with_negative,awareness_2_stim_paired_with_positive,familiarity,mean_surveillance_response_total_correct_responses_by_site,sd_surveillance_response_total_correct_responses_by_site,fazio_and_olsen_criteria_scorer_1,fazio_and_olsen_modified_criteria_scorer_1,fazio_and_olsen_criteria_scorer_2,fazio_and_olsen_modified_criteria_scorer_2
Stahl Bading Aust Heycke and Thomasius_76,19,m,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-2,CS1_USneg,427,69,54,"meistens waren die in der mitte. ab und zu unten rechts oder oben links, nie in den anderen ecken. ","sehr oft der ventilator mit dem fön,ich dachte auch waren mehr wörter mit dem anfangsbuchstaben des ziels. ",hwörter hatten oft den gleichen anfangsbuchstaben wie das ziel. bei dem geist hatte ich das gefühl das öfter das ähnlich aussehende cartoon wesen auftratt 8d,TRUE,2,5,5,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_77,19,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,CS1_USpos,430,73,52,die bilder sind gleich geblieben aber manche wörter haben gewechselt,bilder sind entweder alleine oder nebeneinander aufgezeigt worden. das wort buch zb wurde öfters am rand des bildschirms eingeblendet.,die wörter hatten oft etwas mit gefühlen7 oder einstellungen zu tun. manchmal waren es aber nur gegebstände. ,TRUE,1,6,3,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_78,19,m,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USpos,429,75,50,das glas wasser kam häufig in kombination mit dem wort 2beton,"neinbilder plus plus wortkombinationen waren in der mitte, einzelne wörter häufig am rand",nein die folgenden wörter dienen nur dazu die mindestanzahl an zeichen zu erreichen,FALSE,3,4,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_79,20,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USpos,429,70,47,"mir ist aufgefallen, dass es eine gewisse reihenfolge der präsentierten wörter7bilder  ",reihenfolge und änderung der wortbildpaare,oftmals die gleichen bilder oder wörter mit cartoonwesen,FALSE,4,3,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_8,20,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-10,CS1_USneg,427,74,44,"wörter eher negativenr bedeutung,  standen häufig neben dem hellblauen quallenwesen, positive wörter und bilder neben dem dicken steinwesen., u.a. ein streifenhörnchen, wasserfälle, bei dem anderen wesen ein paar an einem grab, ein mann der sich übergibt oder die toilette gerade putzt. es gab jedoch auch wiederkehrende bilder und wörter, eine, die eher unästhetisch waren.","negative bilder und wörter mit dem 8für mich niedlichen blauen wesen und gegensätzlich dazu das dicke steinwesen mit konträren, schönen wörtern und bildern.","ich glaube die vorigen fragen insofern falsch verstanden zu haben, daÃŸ ich schon schrieb, was mir auffiel, positiv konnotierte worte mit dem eher einschüchternden wesen und umgekehrt.",TRUE,1,6,1,427.24,2.71,TRUE,TRUE,TRUE,TRUE
Stahl Bading Aust Heycke and Thomasius_80,31,m,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USneg,426,81,50,was soll mir an der art und weise aufgefallen sein?? frage ich mich. vielleicht wurden sie nicht immer im gleichen zeitlichen abstand angezeigt.,ehrlich gesagt nicht direkt. vielleicht würde mir etwas einfallen wenn ich länger drüber nachdächte.,"ja, ich denke, die wörter haben versucht meine meinung zu den wesen zu beeinflussen, z.b. vorteilhaft ",FALSE,4,3,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_81,19,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-10,CS1_USneg,427,78,50,"da ich odieses experiment ohne weitere erwatungen begonnen habe, ist mir nicht auÃŸergewöhnliches aufgefallen",die zielwörter und bilder wurden zum ende immer seltener gezeigt ,"ich habe mich gefragt, ob es pokemon sind",FALSE,4,3,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_82,20,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6,CS1_USneg,428,72,48,"das blaue tier mit g wurde immer mit positiven wörtern bzw. bildern gepaart, frillish immer mit negativen. am anfang dachte ich, shelmet 8ÃŸ8oder so kommt immer nach einem negativen. generell aufteilung in positiv, negativ und neutral, sowohl in bildern als auch in worten","s. erste antwort, golett oder so wurde immer mit was positivem gepaart und frillish mit etwas negativen, es gab auch welche, die immer neutral waren, zb beton ",s. erste und zweite antwort,TRUE,1,6,1,427.24,2.71,TRUE,TRUE,TRUE,TRUE
Stahl Bading Aust Heycke and Thomasius_83,22,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,CS1_USneg,421,69,51,oft wurden die buchstaben des zielwortes in den füllwörter verwendet. auch tauchte das bild des wesens fast immer mit dazugehörigem namen auf. nur das wort alleine kam deutlich öfter vor als nur das bild alleine. die einleitung war sehr auf das wort 22konzentrieren gepolt. und es kamen immer wieder positive und negative wörter wie z.b. auÃŸergewöhnlich ,oft wurde das zielwort gezeigt und direkt danach ein wort mit dem selben anfangsbuchstaben ,nichts was besonders vervorgestochen hat ,TRUE,5,3,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_84,21,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,-6,CS1_USneg,429,69,49,"neben einigen figuren standen vermehrt positive worte 8z.b.wertvoll, während neben anderen vermehrt negative worte standen z",nbestimmte wörter erschienen häuiger zusammen 8z.b. buch und regenschirm,"bestimmt wesen waren vermehrt mit negativen worte gezeigt, während andere meist mit positiven gezeigt wurden",TRUE,2,5,2,427.24,2.71,FALSE,TRUE,FALSE,TRUE
Stahl Bading Aust Heycke and Thomasius_85,21,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,-2,CS1_USneg,427,59,46,neben den comicfiguren standen entweder neutrale woerter oder negativ konnotierte woerter bzw dasselbe auch mit bildern.,"ziemlich am anfang wurde zweimal hintereinander jedes mal der zielreiz gezeigt. bilder und wwoerter waren immer nur entweder in der bitte, oben links oder unten rechts. es waren oft de rfoehn, das leere glas und ein ventilator zu sehen. nach dem ein anderer zielreiz kam, wurde der alte nicht mehr gezeigt, d.h. die comicfiguren waren immernur dieselben distraktoren, nie alte zzielreize waren distraktoren.","bei einer bestimmten comicfigr, ich glaube mit g, wurden oft negativ konnotierte woerter mit gezeigt",TRUE,6,2,1,427.24,2.71,FALSE,TRUE,FALSE,TRUE
Stahl Bading Aust Heycke and Thomasius_86,23,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-4,CS1_USneg,427,71,54,das bild von frillish wurde meistens mit einem negqativen bild bzw einem negativen wort gezeigt.. ,"frillish kam immer zusammen mit etwas negativ assoziiertem. während gollet 8??? immer mit etwas positiv assoziiertem gezeigt wurde. wörter wie brille und buch kamen nie als bild auf den bildschirm, sondern immer nur als wort",es waren alles pokemon aus einer raltiv neuen generation.,TRUE,1,6,9,427.24,2.71,TRUE,TRUE,TRUE,TRUE
Stahl Bading Aust Heycke and Thomasius_87,21,m,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-4,CS1_USneg,428,70,56," das pokemon frillish wurde häufig mit negativen stimuli gepaart, das pokemon golet häufig mit positiven stimuli","dein pokemon wurde mit positiven, eins mit negativen reizwörtern gepaart","sie waren entweder positiv, negativ oder neutral",TRUE,1,6,9,427.24,2.71,TRUE,TRUE,TRUE,TRUE
Stahl Bading Aust Heycke and Thomasius_88,43,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-8,CS1_USpos,425,70,38,"ich hatte das gefühl, dass der bildwechsel länger auf sich warten lieÃŸ, wenn der zielreiz präsentiert wurde",bei allen fünf 8?9zielreizen gab es sequenzen in denen dieser mehrmals hintereinander präsentiert wurde . ,"diese haben sich auch ständig wiedferholt... beton, toilette mit fön, usw",FALSE,4,3,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_89,18,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,CS1_USpos,429,69,55,häufig wurden bilder gezeigt die nichts mit den dazugehörigen wörtern zu tun haben.  ,"oft wurden zuerst die bilder und anschlieÃŸend erst die wörter eingeblendet. auÃŸerdem wurden wörter zum beispiel systematisch, hintereinander in einer reihe eingeblendet und nicht immer komplett über den ganzen bildschirm verteilt.  ","auf diesen zusammenhang habe ich leider nicht geachtet, da ich mich auf das vorkommen des zielobjektes konzentriert habe",FALSE,5,2,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_9,22,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,CS1_USneg,429,72,40,"die bilder wurden entweder zusammen mit adjektiven oder mit nomen zusammen gezeigt, wobei die wörter regenschirm und buch auffallend oft gezeigt wurden.  ","manche bilder und wörter wurden auffallend oft zusammen gezeigt, so zum beispiel das bild des föns zusammen mit dem wort buch",die cartoonwesen hatten sehr oft beschreibende adjektive neben sich,FALSE,2,4,2,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_90,20,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,-2,CS1_USneg,426,67,44,"bei den wesen, auf die man nicht achten sollte, standen immer positive oder negative woerter. bei gollet zum beispiel nur positive...","bei einem wesen immer entweder positive oder negative woerter, bei den bildern auch neutrale","bei den bildern nichts, die worte entweder positiv oder negativ",TRUE,1,6,1,427.24,2.71,FALSE,TRUE,FALSE,TRUE
Stahl Bading Aust Heycke and Thomasius_91,19,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2,CS1_USneg,425,55,51,"wenn bild und wort passend gleichzeitig praesentiert wurden, hab ich am schnellsten reagiert.","viele wörter haben mit b gestartet, was mir besonders bei bergmite aufgefallen ist.",viele wörter starteten mit b,TRUE,3,4,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_92,20,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USpos,427,67,47,"jbich halteals ich cranidos ueberwachsen sollte, ist mir waehrend der ueberwachungsaufgabe aufgefallen, dass ich auch immer die leertaste gedrueckt habe, wenn das wort ,granidos, aufgetaucht ist.",nein das ist mir nicht aufgefallen,nein da ist mir nichts aufgefallen,FALSE,3,4,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_93,20,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-10,CS1_USneg,427,62,46,"nichts besonders aufgefallen, zum ende vielleicht etwas schneller, wörter mit ähnlichen anfangsbuchstaben",verschiedene kombinationen wurden öfter miteinander gezeigt,nein daran ist mir nichts aufgefallen ,FALSE,5,2,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_94,19,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,CS1_USneg,428,67,42,"häufig wiederholende anordnungen von bildern,",neben der einen figur immer positivere begriffe,"wiederholende anordnungen von bildern und begriffen, bei manchen figuren nur positive bzw. negative wörter daneben",TRUE,2,6,7,427.24,2.71,FALSE,TRUE,FALSE,TRUE
Stahl Bading Aust Heycke and Thomasius_95,24,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USpos,428,78,49,"die woerter, die neben den bildern erschienen sind, haben stets nicht zu den bildern gepasst. zudem sind die bilder der zu suchenden zielobjekte nie alleine, sondern stets mit dem wort des zu suchenden zielobjekts zusammen erschienen. ","wie bereits erwaehnt, wurde das bild des zu suchenden zielobjekts nie alleine, sondern stets zusammen mit dem wort des zu suchenden zielobjekts gezeigt. zudem sind die zielwoerter und zielbilder seltener aufgetreten, als alle nicht zu suchenden bilder und woerter. die bilder haben nicht mit den zugleich erschienenen woerten zusammen gepasst.","leider ist mir hierbei nichts besonderes aufgefallen, ausser dass die namen nach fantasienamen klangen. ",FALSE,5,2,1,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_96,19,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-6,CS1_USpos,430,75,44,"mir ist aufgefallen, dass im verlauf der runden weitere bilder hinzugekommen sind. auÃŸerdem fiel auf, dass dias zielobjekt in der letzten runde das erste mal 3 mal hintereinander gezeigt wurde.","nicht wirklich. es kam mir vor, als wäaeren die reihenfolgen in dernn runden ähnlich gewesen, ein genaues system habe ich nicht beobachtet.","was mir aufgefallen ist, ist das positive und negative wörter 8gewaehlt wurden, zum beispiel entspannen. ob immer nur positive oder negative mit dem gleichen wesen gezeigt wurden, waere mir nicht aufgefallen.",TRUE,2,5,6,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_97,22,f,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,427,60,48,"mir ist aufgefallen, dass meine augen zu der position der jeweiligen worte und bilder gewandert sind. wenn dann in der gegenüberliegenden ecke etwas angeboten wurde, hat es ein bisschen gedauert, bis sich meine augen auf die neue position gerichtet haben.","mir ist aufgefallen, dass die position geändert wurde, dass manchmal nur wörter, nur bilder oder beides gemeinsam gezeigt wurde und dass die pausen zwischen den impulsen unterschiedlich lang waren. ein system habe ich nicht entdeckt.","mir ist aufgefallen, dass das wort scatterbug immer mit dem gleichen cartoon, also einer raupe mit anzug gezeigt wurde.",FALSE,4,3,2,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Stahl Bading Aust Heycke and Thomasius_98,21,f,Stahl Bading Aust Heycke and Thomasius,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,8,CS1_USneg,418,74,43,"mir ist aufgefallen, dass ab und zu positive wörter und manchmal negative wörter benutzt wurden. ich konnte diese allerdings nicht zu den figuren zuordnen.","das einzige war, glaube ich, dass der shellfill oder so ähnlich der hellblaue oft mit negativen wörtern gezeigt wurde.",nur das was ich in der frage davor erläutert habe.,TRUE,1,6,1,427.24,2.71,FALSE,TRUE,FALSE,TRUE
Stahl Bading Aust Heycke and Thomasius_99,28,m,Stahl Bading Aust Heycke and Thomasius,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,429,72,48,mir ist hierbei nichts besonderes aufgefallen ,"einige bilder wurden immer mittig präsentiert, während einige wörter überwiegend weiter unten präsentiert wurden ",die wörter waren bei einzelnen cartoon wesen fett gedruckt,FALSE,2,4,2,427.24,2.71,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_10,20,f,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,CS1_USpos,430,73,51,"häufiges wiedeerholen der worte brille u, buch und regenschirm. die meisten gezeigten fotos waren negativ belastet.","wörter wurden häufiger alleine angezeigt als bilder. einige bilder wie der fön oder der bierkrug kamen häufiger vor, andere dagegen lediglich einmalig.",es wurden häufig die standartwörter brille oder buch oder regenschirm verwendet.,TRUE,6,1,8,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_100,21,f,Unkelbach and Hogden,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,-10,CS1_USneg,422,71,40,manchmal sind wörter an den selben stellen aufgetreten. es gab auch lange pausen zwischendurch. ,unangenehme wesen wurden mit unangenehmen wörtern verbunden. schönere mit schöneren. und neutrale fotos mit neutralen.,schönere wesen schönere bilder7wörter. weniger schöne mit  schlechteren assotiationen. ,TRUE,4,2,1,425.1,5.75,FALSE,TRUE,FALSE,TRUE
Unkelbach and Hogden_101,21,f,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USneg,423,59,56,"mir ist aufgefallen, dass die bilder und wörter keinen zusammenhang haben.","nenein, irgendetwas systematisches ist mir tatsächlich leider nicht aufgefallen.","an den cartoon bildern ist mir lediglich aufgefallen, dass diese von pokemon stammen.",FALSE,5,1,5,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_102,24,m,Unkelbach and Hogden,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6,CS1_USneg,429,67,46,frillish wurde regelmäÃŸig in verbindung mit negativ assoziierten bildern angezeigt. scatterbug wurde häufig zusammen mit dem bild computer angezeigt. hgolett wurde häufig mit bildern gezeigtoder wöertern gezeigt die positive assoziationen wecken. die letzten beiden wesen erschienen sowohl bildlich als auch wärtliuch direkt am anfang schnell und hÃ„ufig hintereinander.,dscatterbug erschien regelmÃ„Ã„ssig mit dem wort computer. frillish hÃ„ufig mit negativen worten und bildern. golett hÃ„ufig mit positiven worten und bildern,scatterbug immehÃ„ufig mit computer. gollett mit positiven worten oder bbildern.,TRUE,1,6,3,425.1,5.75,TRUE,TRUE,TRUE,TRUE
Unkelbach and Hogden_103,30,f,Unkelbach and Hogden,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,CS1_USpos,424,76,44,"golett wurde 98in der regel in zusammenhang mit negativen begriffen gezeigt. viele wörter fingen mit b an 8. beton, buch, bleistift.v viele fotos wurden wiederkehrend gezeigt , ventilator, fön etc, andere tauchten nur einmal auf.  ","siehe erste antwort. golett in zusammenhang mit negativen begriffen, frillish eher mit positiv konnotierten. wörter wurden über den ganzen bildschirm verteilt gezeigt, bilder mehr im zentrum und nur vereinzelt am rand. ","siehe vorherige antwort. frillish überwiegend positiv konnotiert, golett negativ. ",TRUE,6,1,1,425.1,5.75,TRUE,TRUE,TRUE,TRUE
Unkelbach and Hogden_105,22,f,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,CS1_USneg,415,77,51,es waren adjektivee  ,leider nist mir nichts aufgefallen,leider ist mir nichts aufgefallen,FALSE,3,3,4,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_106,16,m,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-4,CS1_USpos,424,80,47,die bilder hatten oft etwas mit der natur oder müll zu tun. ausserdem waren längemanchmal längere pausen zwischen den bildern.,der orangene würfel war meistens rechts in der mitte genauso wie ddie müllsäcke.,"die wörter waren oft negativ v, z.b. unsympatisch",TRUE,2,5,5,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_107,16,m,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,8,CS1_USneg,428,62,51,das erste mal ist das wesen und sein name immer zusammen aufgetaucht,das wort brille ist oft mit dem wabenbild erschienen,"jedes wesen was nicht zielwesen war, ist immer als bild mit dessen namen dadrunter aufgetaucht",TRUE,1,5,2,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_108,20,NA,Unkelbach and Hogden,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,CS1_USneg,427,76,62,"ja1, fdie der fÃ–hn und der kleine ventilator kamen oft zusammen vor, das heiÃŸt stromgeräte, die kälte oder wärme hergeben ","jfdie figur goulet kam oft mit schönem, süÃŸem und positiv konnotierten begriffen vor, während frilisch mit negativen wörtern wie unerwünscht und abwertenden bildern vor kam. bleistift und buch kamen ebefalls oft im zusammenhang dran",phantump kam auch oft mit dem ventilator zsm dran,TRUE,1,6,4,425.1,5.75,TRUE,TRUE,TRUE,TRUE
Unkelbach and Hogden_109,30,m,Unkelbach and Hogden,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,8,CS1_USneg,425,84,49,"die bilder und wörter wurden von verschiedenen perspektiven eingeblendet. bgegenstände und bilder waren häufig immer dieselben 8föhn, glas etc9.99 ",bei bestimmten bildern scheint mir waren die  entsprechenden wörter eindeutig immer negativ oder positiv geprägt.,bei manchen cartoonwesen gab es immer positive wörter oder emotionen dazu,TRUE,1,6,1,425.1,5.75,FALSE,TRUE,FALSE,TRUE
Unkelbach and Hogden_11,20,f,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USneg,428,66,43,"die cartoon? bilder waren immer mit den dazugehörigen namen versehen. die gegenstandsbilder, zb der föhn, waren häufiger angezeigt als die landschaftsbilder.",die landschaftsbilder waren eher in kombination mit den gesuchten  cartoons angezeigt als die anderen bilder.,"einige wörter, die mit den bestimmten cartoon wesen gezeigt wurden, hatten die gleichen buchstaben wie ebenjenes wesen.",FALSE,5,2,1,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_110,23,f,Unkelbach and Hogden,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,CS1_USpos,425,70,55,manche pokemon wurden immer mit positven bilder oder wörtern gezeigt und ein pokemon wurde nur mit negativen bildern oder wörtern gezeigt,frillish immer mit positiven bildenr und wörtern und golett immer mit negativen,golett immer mit negativen bildern oder wörtern und frillish immer mit positven,TRUE,6,1,1,425.1,5.75,TRUE,TRUE,TRUE,TRUE
Unkelbach and Hogden_111,30,m,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,CS1_USpos,423,72,48,"neben den bildern und namen erschienen häufig auch adjektive, die gefühle beschreiben. auÃŸerdem passten die alltagsgegenstände nicht wirklich rein. und es gab unterschiedliche lange pausen zwischen den bildabfolgen.","häufig kam es mir vor, dass der name und das passende bild zusammenerschienen. im übrigen habe ich kein system erkannt.",da ist mir nichts konkretes aufgefallen. nur dass die cartoonn wesen häufig zusammen mit ihren namen erschienen,FALSE,4,3,1,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_112,31,m,Unkelbach and Hogden,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-10,CS1_USpos,427,75,54,"man hat versucht, insbes. 2ggolegolet 8phon. negative eigenschaften zuzuordnen. das beeindruckt mich natÃœrlich wenig. dem blauben geisterfadenvieh andersrum wurden versucht positive emotionen zuzuordnen.","das, was ich eben schrieb. negative emotionen sollten, so kam es mir zumindest vor, durch schneller bildfolge schneller getriggert werden. ich bin jurist, ich hoffe die daten zeigen, dass das nicht klappt  sonst Ãœberlege ich mir das nochmal ...",siehgee antwort zu 1. die sollten positiv oder negativ besetzt werden,TRUE,6,1,1,425.1,5.75,TRUE,TRUE,TRUE,TRUE
Unkelbach and Hogden_113,29,m,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,418,68,54," nein, nichts besonderes ist mir aufgefallen. sie schienen willkürlich.","nein, das ist mir nicht aufgefallen.","mir ist aufgefallen, dass oft das wort 22beton vorkam. ",FALSE,3,4,1,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_114,20,f,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,CS1_USneg,415,75,44,"eigentlich nicht, es gab viele 2randombilder, die kaum zusammenhang ergaben wie zb beton ",ich denke nicht es kam mir alles durcheinander aus dem verteiler hervor,ich weiss dass es sich bei den cartoon wesen um pokemon handeln aber mehr leider nicht,FALSE,4,3,3,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_115,NA,f,Unkelbach and Hogden,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,CS1_USpos,429,70,60,die wörter und bilder wwurden immer an unterschiedlichen stellen auf dem bildschirm angezeigt. sie erschienen sehr zusammenhangslos. ,bestimmte wörter und bilder schienen immer wieder als 2paar aufzutauchen. ,"eigentlich nicht. zwischendurch viel mir auf, dass einige cartoon wesen mit eher negativen wörtern gepaart wurden wie zb mit dem wort minderwertig",TRUE,6,2,1,425.1,5.75,FALSE,TRUE,FALSE,TRUE
Unkelbach and Hogden_116,24,f,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USpos,422,67,48,ich fand nicht as auuÃŸergewöhliches,am anfang an war bischen langsamer und dann schnelle geworden,manchmal nebeneneinader zweimal gezeigt und das war verwirrend,FALSE,6,3,1,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_117,23,m,Unkelbach and Hogden,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6,CS1_USneg,413,67,50,"ffrillish wurde mit negativen wörtern präsentiert, gollett mit positiven","golett und frillish systematisch, der rest eher belienig und mit neutraler aussage","frillish negativ, gollett positiv",TRUE,1,6,7,425.1,5.75,TRUE,TRUE,TRUE,TRUE
Unkelbach and Hogden_118,27,m,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-8,CS1_USpos,428,81,53,"eigentlich nicht, beim zweiten teil habe ich einmal ausversehen getipp. das ist nur passiert, weil ich mich gemütlich hingesetzt habe","nein, aber darauf habe ich auch nciht geachtet","es gab negative und positvive, aber mit welchen wesen sie kombiniert warten, kann ich ich nicht sagen",FALSE,1,5,1,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_12,22,f,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USneg,426,72,43,"nein, mir ist nichts aussergewoenliches augfegallen","nein, ich habe gedacht, es waere  vom system zufaellig entscheidet","nein, glaub ich nicht",FALSE,4,3,3,425.1,5.75,FALSE,FALSE,FALSE,FALSE
Unkelbach and Hogden_120,20,m,Unkelbach and Hogden,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,CS1_USneg,429,77,48,einige pokemon wurden eher mit negativen begriffen und bildern inn verbindung gebracht.,einige pokemonn z.b. dieser geist wurden mit bildern wie grabsteinen und negativen begriffen rightin verbindung gebracht. a,einige npokemon wurden mit negativen bildern und wörtern gezeigt.,TRUE,1,5,7,425.1,5.75,FALSE,TRUE,FALSE,TRUE
Unkelbach and Hogden_121,19,m,Unkelbach and Hogden,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,CS1_USneg,428,75,55,mir ist nichts auÃŸergewöhnliches aufgefallen.,es wurden manchmal komplementäre begriffe oder bilder zusammen gezeigt und manchmal wurden diese zufällig miteinander ausgewählt.,mir ist nichts besonderes aufgefallen.,TRUE,4,3,2,425.1,5.75,FALSE,FALSE,FALSE,FALSE
